ID_Pelanggan,Isi_Pesan,Label_Masalah
P-726," euy. min ganti sandi wifi dong a, tolong dicek ya.",Ganti Password
P-336,"Kak, internet ngadadak pareum, lampu router beureum kabeh, yeuh, ditunggu kabarnya",Internet Mati (LOS)
P-091,"Kumaha carana nya, internet lemot teuing, main game jadi lag terus, weh, nuhun sateuacana",Wifi Lemot
P-544,"A ini router kayaknya rusak, restart sendiri terus dari tadi pagi. mohon bantuannya,",Router Error
P-214,"Sim kuring bade tumaros, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, pisan, mohon bantuannya",Internet Mati (LOS)
P-228,"Nuhun sateuacana, hoyong ganti nami sareng sandi wifi bumi, geuning, punten pisan",Ganti Password
P-714," a, punten min, gantiin sandi wifi dong a, nuhun.",Ganti Password
P-683,"Punten min, cara ubah password wifi dari hp gimana? nuhun.",Ganti Password
P-028,"Maaf pak udah 2 hari ini sinyal wifi sahal net, lokasi skitaran mesjid dibawah kurang bagus",Gangguan Pusat
P-741,"Punten min, ganti password wifi rumah saya dong. tlong.",Ganti Password
P-559," min wifi mati total, denger denger lagi ada gangguan massal.",Gangguan Pusat
P-669,"Selamat pagi min, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, weh, ditunggu kabarnya",Ganti Password
P-835,"A tolong optimasi jaringan, wifi di rumah lemot banget. mohon bantuannya,",Wifi Lemot
P-900,"Punten min, wifi mati total lampu pon merah kedip kedip nih. a,",Internet Mati (LOS)
P-005,"Semaleman engga ada jaringan sama sekali sampai sekarang
Harus dichat dulu baru suka ada jaringan lagi",Router Error
P-704,"A tolong ganti password wifi saya, ini no pelanggannya. tlong.",Ganti Password
P-023,"Mohon maaf min, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, yeuh, nuhun sateuacana",Ganti Password
P-687,"Kak, hatur nuhun upami dibantos ganti sandi wifi ayeuna, weh, nuhun sateuacana",Ganti Password
P-419,"Punten, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, pisan, hatur nuhun",Belum Bayar Tagihan
P-627,"Nuhun sateuacana, kacida na gangguan na, jaringan mati ti tadi enjing sakomplek, geuning, nuhun pisan",Gangguan Pusat
P-013,A punten iye wifi awon ti siang,Router Error
P-135,"Mohon maaf min, bade ganti password wifi kusabab loba anu konek teu wios, atuh, tolong dibantu ya",Ganti Password
P-197,"Selamat pagi min, sinyal wifi ical sadayana ti tadi sonten, hapunten ganggu",Internet Mati (LOS)
P-114,"Nuhun sateuacana, punten bade robih password wifi, tiasa dibantos teu, yeuh, ditunggu kabarnya",Ganti Password
P-142,"Hapunten, wifi teu tiasa dianggo sama sakali ti isuk kénéh, teuing, hatur nuhun",Internet Mati (LOS)
P-375,"Mangga, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, weh, hapunten ganggu",Belum Bayar Tagihan
P-445,"Selamat pagi min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, yeuh, nuhun pisan",Belum Bayar Tagihan
P-038,"Wilujeng enjing, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, geuning, punten pisan",Internet Mati (LOS)
P-288,"Hapunten, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, yeuh, tolong dibantu ya",Internet Mati (LOS)
P-906,Min lampu LOS merah kedip kedip dari tadi pagi a. euy.,Internet Mati (LOS)
P-246,"Halo min, koneksi lambat pisan, buka youtube kudu nunggu lila, yeuh, tolong dibantu ya",Wifi Lemot
P-813," min, a internet lemot pisan euy, tolong dibantu.",Wifi Lemot
P-789,"Halo min, internet ngadat-ngadat terus ti tadi siang, hese pisan, geuning, nuhun sateuacana",Wifi Lemot
P-480," min, min tolong cek router, sinyal merah terus padahal udah direstart.",Router Error
P-721," tlong. min mau ganti password wifi saya, tolong proses ya.",Ganti Password
P-034,Carana di cabut terus di colokan deui kitu,Router Error
P-817,"Selamat pagi min, wifi kacida na lemot na, streaming putus-putus wae, pisan, hatur nuhun",Wifi Lemot
P-891,"Punten min, wifi di rumah mati total lampu modem merah nih. tlong.",Internet Mati (LOS)
P-674,"Min mau ganti nama wifi sama sandinya sekalian bisa? tolong ya,",Ganti Password
P-291,A koneksi lelet banget buat buka tiktok aja susah,Wifi Lemot
P-595,"Punten min, estimasi normal kapan ya? Katanya gangguan pusat. a,",Gangguan Pusat
P-555," a, min cek jaringan pusat, kok mati semua pelanggan di sini.",Gangguan Pusat
P-005,Aa udah baguss lagii makasih infoo nyaa🙏🏻,Router Error
P-745,"Min mau ganti password wifi saya a, tolong bantuannya. tolong ya,",Ganti Password
P-004,"ngga jadi a
a udh nyalaa Wifi-nya ngga usah ke rumah",Router Error
P-420,"Kak, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, mohon bantuannya",Belum Bayar Tagihan
P-289,"Mohon maaf min, internet di rumah abdi mati total ti tadi enjing, weh, nuhun sateuacana",Internet Mati (LOS)
P-573,"Punten min, lagi ada gangguan di server pusat ya?",Gangguan Pusat
P-001,"Asalamualaikum jaringan internet knapa ya wi, fi dari km 9 pgi merah",Internet Mati (LOS)
P-547,"Wilujeng sonten, kawentar aya perbaikan jaringan pusat ti isuk kénéh, tolong dicek ya",Gangguan Pusat
P-804,"A tolong cek jaringan, wifi lemot pisan dari tadi pagi. min,",Wifi Lemot
P-315,Min speed internet kok turun banget ya tolong di refresh jaringannya tolong dicek ya a,Wifi Lemot
P-411,kak kenapa internet mati tiba2? apa krn belom bayar tagihan bulanan?,Belum Bayar Tagihan
P-588, euy. a naha internet sekomplek mati? gangguan pusat nya?,Gangguan Pusat
P-376,"Wilujeng enjing, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, geuning, tolong secepatnya ya",Belum Bayar Tagihan
P-161,"Punten, internet mati total sakomplek, lampu indikator beureum sadayana, yeuh, tolong dibantu ya",Internet Mati (LOS)
P-446,"Punten a, router error nih, udah dicabut colok tetep sama. mohon bantuannya,",Router Error
P-426,"Kak, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, punten pisan",Belum Bayar Tagihan
P-224,"Halo min, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, pisan, makasih sebelumnya",Ganti Password
P-366,"Kak, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, atuh, tolong secepatnya ya",Belum Bayar Tagihan
P-930," nuhun. a tolong cek kabel kayaknya putus, lampu modem merah (los).",Gangguan Pusat
P-637, tlong. a naha internet down pisan hari ini? ada gangguan pusat ya?,Gangguan Pusat
P-883,"Min kabel kayaknya putus nih, lampu LOS merah terus. nuhun.",Gangguan Pusat
P-745,"Nuhun sateuacana, punten bade robih password wifi, tiasa dibantos teu, euy, makasih sebelumnya",Ganti Password
P-010,Iyah pak sering banget sekarang suka elor hari ini ajah udah 3x,Router Error
P-767,"Kak, wifi lemot pisan ti tadi enjing, susah dianggo streaming, yeuh, hatur nuhun",Wifi Lemot
P-522," min, a router restart terus tiap 5 menit, kenapa ya?",Router Error
P-848," nuhun. min lampu los merah terus dari semalem, tolong cek.",Internet Mati (LOS)
P-348,"min cek tagihan dong, wifi mati tiba2 nih kayaknya blm lunas",Belum Bayar Tagihan
P-939,"Punten min, wifi mati total lampu pon merah kedip-kedip.",Internet Mati (LOS)
P-785," tlong. punten min, wifi di rumah ngelag banget buat streaming.",Wifi Lemot
P-101,"Kumaha carana nya, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, makasih sebelumnya",Ganti Password
P-112,"Kumaha carana nya, koneksi lelet euy, buka WA wae hese pisan, pisan, nuhun pisan",Wifi Lemot
P-601," tolong ya, a naha wifi mati total se-rt? gangguan pusat nya?",Gangguan Pusat
P-003,"Halo min, sadayana tatangga oge ngaluhkeun wifi na mati, sigana keur gangguan, hatur nuhun",Gangguan Pusat
P-238,"Halo min, internet ngadadak pareum, lampu router beureum kabeh, hatur nuhun",Internet Mati (LOS)
P-170,"Min, internet lemot teuing, main game jadi lag terus, tolong dibantu ya",Wifi Lemot
P-889,"Min lampu LOS merah terus dari semalem, tolong cek. min,",Internet Mati (LOS)
P-068,Udah sinyal yah tolong di perkuat yah KA  soal yah kita bayar tepat waktu. Sinyal yah suka lemah,Gangguan Pusat
P-425,"Kumaha carana nya, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, geuning, hatur nuhun",Belum Bayar Tagihan
P-196,"Mohon maaf min, internet ngadadak pareum, lampu router beureum kabeh, atuh, tolong dicek ya",Internet Mati (LOS)
P-349,"Nuhun sateuacana, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, tolong dibantu ya",Belum Bayar Tagihan
P-679,"Punten min, tolong gantiin sandi wifi saya ya a. mohon bantuannya,",Ganti Password
P-626,"Min wifi mati total, denger denger lagi ada gangguan massal. min,",Gangguan Pusat
P-373,"Hapunten, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, atuh, tolong secepatnya ya",Belum Bayar Tagihan
P-325,"Kak, koneksi lambat pisan, buka youtube kudu nunggu lila, euy, ditunggu kabarnya",Wifi Lemot
P-551," min, punten min, ini lagi ada perbaikan kabel pusat ya?",Gangguan Pusat
P-624,"Wilujeng enjing, aya kabel di luar putus keuna dahan tangkal, cenah teknisi keur dianteurkeun, pisan, punten pisan",Gangguan Pusat
P-390,"kak wifi mati total dari tadi pagi, kyknya blm bayar tagihan deh, tlong di cek",Belum Bayar Tagihan
P-262,"Min, wifi teu tiasa dianggo sama sakali ti isuk kénéh, weh, tolong dibantu ya",Internet Mati (LOS)
P-608,"Min wifi mati total, denger denger lagi ada gangguan massal. nuhun.",Gangguan Pusat
P-922,"Punten min, wifi di rumah mati total lampu modem merah a. kak,",Internet Mati (LOS)
P-055,"Bade digentos sanes kabelna?,..
Colokan Anu kana terminal APA Anu kana Wifina?..
Soalna Tadi tos dicabut Tapi teu ngaruh a.",Internet Mati (LOS)
P-005,A kumaha wifi teh nuju dii anggo nuju penting pisan hapunten we a🙏🏻,Router Error
P-261,"Punten, kabel fiber katarik treuk cenah, éta anu ngabalukarkeun jaringan mati sadayana, ditunggu kabarnya",Gangguan Pusat
P-423,kak kenapa internet mati tiba2? apa krn belom bayar tagihan bulanan ya?,Belum Bayar Tagihan
P-357,"Mangga, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, euy, nuhun sateuacana",Belum Bayar Tagihan
P-294,"Halo min, internet ngadat-ngadat terus ti tadi siang, hese pisan, tolong dicek ya",Wifi Lemot
P-356,min mau tanya kalau wifi mati gara-gara nunggak tagihan aktifinnya lama ga?,Belum Bayar Tagihan
P-927,"Selamat pagi min, kacida na gangguan na, jaringan mati ti tadi enjing sakomplek, weh, tolong dibantu ya",Gangguan Pusat
P-925,"Min lampu LOS merah terus dari tadi pagi, kenapa ya? euy.",Internet Mati (LOS)
P-461," a wifi bermasalah, pas dicek router indikator los padahal kabel oke.",Router Error
P-931," euy. a tolong cek kabel kayaknya putus, lampu modem merah (los).",Gangguan Pusat
P-005,Assalamualaikum  a punten  pisan bade nga wagel ayaa nu bade di Taroskeun ku naon nya a wifi teh eror wae teu tiasa dii anggo ungal sore🙏🏻,Router Error
P-208,"Halo min, punten bade robih password wifi, tiasa dibantos teu, nuhun sateuacana",Ganti Password
P-396,"Punten, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, nuhun pisan",Belum Bayar Tagihan
P-822,"A tolong cek jaringan pusat, wifi di rumah lemot banget. mohon bantuannya,",Wifi Lemot
P-262,Punten a ini server lagi down apa gimana ya ga bisa dipake pisan tolong dicek ya a,Gangguan Pusat
P-167,"Kak, koneksi lelet euy, buka WA wae hese pisan, pisan, hatur nuhun",Wifi Lemot
P-268,"Punten, internet mati total sakomplek, lampu indikator beureum sadayana, weh, tolong secepatnya ya",Internet Mati (LOS)
P-348,"Nuhun sateuacana, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, yeuh, makasih sebelumnya",Belum Bayar Tagihan
P-067,"Punten,, wifi dirumah Bpk Daden saurna error ti tabuh 3 .. Haturnuhun 🙏🙏",Router Error
P-003,a wifi naha ngeleg kie,Wifi Lemot
P-466,"Mangga, router panas pisan, sinyal wifi jadi kaganggu, atuh, ditunggu kabarnya",Router Error
P-752,"Halo min, internet lemot teuing, main game jadi lag terus, geuning, hatur nuhun",Wifi Lemot
P-889,"Wilujeng sonten, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, geuning, hatur nuhun",Internet Mati (LOS)
P-541," nuhun. punten min, router rumah restart sendiri terus pas lagi dipake.",Router Error
P-161,"Wilujeng sonten, jaringan hilang total, tos ti tadi isuk teu acan uih deui, geuning, tolong secepatnya ya",Internet Mati (LOS)
P-920,"Min lampu LOS merah kedip kedip dari tadi malem. a,",Internet Mati (LOS)
P-890," mohon bantuannya, punten min, internet mati lampu indikator merah (los) euy.",Internet Mati (LOS)
P-407,"min internet putus total, kyknya blm bayar tagihan bulanan, tlong dibantu",Belum Bayar Tagihan
P-932,"Permisi min, sinyal wifi ical sadayana ti tadi sonten, atuh, hatur nuhun",Internet Mati (LOS)
P-042,"Kumaha carana nya, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, weh, tolong dibantu ya",Ganti Password
P-844,"A naha wifi lemot kieu? Tolong dioptimasi a. mohon bantuannya,",Wifi Lemot
P-943,"Punten min, wifi di rumah mati total lampu modem merah.",Internet Mati (LOS)
P-113,"Wilujeng enjing, internet ngadadak pareum, lampu router beureum kabeh, weh, tolong dibantu ya",Internet Mati (LOS)
P-501," a, punten a, router di ruang tamu mati total.",Router Error
P-866," kak, punten min, internet mati lampu indikator merah (los).",Internet Mati (LOS)
P-104,"Min, internet di rumah abdi mati total ti tadi enjing, punten pisan",Internet Mati (LOS)
P-054,Pak tolong dijawab,Router Error
P-093,"Mohon maaf min, internet lemot teuing, main game jadi lag terus, punten pisan",Wifi Lemot
P-438,"Sim kuring bade tumaros, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, nuhun pisan",Belum Bayar Tagihan
P-437,"Nuhun sateuacana, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, geuning, makasih sebelumnya",Belum Bayar Tagihan
P-566," min, a cek server pusat dong, wifi di rumah ga jalan.",Gangguan Pusat
P-558,"Nuhun sateuacana, kabel fiber katarik treuk cenah, éta anu ngabalukarkeun jaringan mati sadayana, yeuh, hapunten ganggu",Gangguan Pusat
P-800," tlong. a tolong cek jaringan pusat, wifi di rumah lemot banget.",Wifi Lemot
P-776,"Punten min, wifi lemot pisan buat nonton netflix buffering terus. tolong ya,",Wifi Lemot
P-045,Haloo min gimn?,Internet Mati (LOS)
P-023,enyaa entos hatur nuhun a,Ganti Password
P-665,"Wilujeng sonten, punten bade robih password wifi, tiasa dibantos teu, teuing, ditunggu kabarnya",Ganti Password
P-227,"Mangga, wifi abdi pareum sadayana ti tadi, teu acan hurung deui, weh, hapunten ganggu",Internet Mati (LOS)
P-794,"Min tolong cek kenapa wifi saya lemot banget hari ini. kak,",Wifi Lemot
P-350,kok ga ada internet ya? padahal lampu modem ijo semua. oiya apa blm bayar bulan ini?,Belum Bayar Tagihan
P-553,"Punten min, ada gangguan fiber optik pusat ya? min,",Gangguan Pusat
P-005,Assalamualaikum a gimanaa yaa wifi eror terus dari kemarin,Router Error
P-760,"Punten min, wifi lemot pisan buat download aja ga jalan. min,",Wifi Lemot
P-411,"Mohon maaf min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, atuh, ditunggu kabarnya",Belum Bayar Tagihan
P-570," euy. min wifi se-rt mati semua, tolong cek info gangguan.",Gangguan Pusat
P-543,"Min, lampu indikator router beureum tapi kabel na sae wae, geuning, tolong dicek ya",Router Error
P-526,"A tolong cek router, kayaknya ada yang konslet di dalem. min,",Router Error
P-431,"Hapunten, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, yeuh, nuhun pisan",Belum Bayar Tagihan
P-641," euy. punten min, wifi mati sekomplek, kayaknya gangguan pusat.",Gangguan Pusat
P-047,"Halo min, jaringan sakomplek katingalna keur aya gangguan pusat, euy, mohon bantuannya",Gangguan Pusat
P-271,"Hapunten, internet di rumah abdi mati total ti tadi enjing, yeuh, nuhun pisan",Internet Mati (LOS)
P-824, tlong. a naha wifi lemot kieu? padahal deket router.,Wifi Lemot
P-924," mohon bantuannya, min kabel kayaknya putus, lampu los merah terus a.",Gangguan Pusat
P-631,"Punten min, info gangguan pusat dong, wifi mati nih. min,",Gangguan Pusat
P-582," euy. punten min, jaringan lagi down ya? temen saya juga sama mati.",Gangguan Pusat
P-223,"Wilujeng enjing, lampu router kedap-kedip teu wajar ti tadi wengi, pisan, hatur nuhun",Router Error
P-934,"Min lampu LOS merah kedip kedip dari tadi siang. min,",Internet Mati (LOS)
P-036,Assalamualaikum pak maaf WiFi mati,Internet Mati (LOS)
P-406,"Halo min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, euy, hapunten ganggu",Belum Bayar Tagihan
P-320,"Hapunten, bade ganti password wifi kusabab loba anu konek teu wios, geuning, ditunggu kabarnya",Ganti Password
P-270,"Selamat pagi min, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, euy, nuhun pisan",Internet Mati (LOS)
P-443,"Nuhun sateuacana, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, nuhun pisan",Belum Bayar Tagihan
P-789,"Kumaha carana nya, internet lemot teuing, main game jadi lag terus, pisan, tolong secepatnya ya",Wifi Lemot
P-115,"Punten, router abdi mati sorangan, teu acan hurung deui ti tadi, atuh, tolong secepatnya ya",Router Error
P-192,"Halo min, internet ngadadak pareum, lampu router beureum kabeh, nuhun sateuacana",Internet Mati (LOS)
P-356,"Permisi min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, yeuh, tolong dicek ya",Belum Bayar Tagihan
P-052,"Assalamu'alaikum a maaf knp wifi nya gk ad sinyalan ny,, tp lampuna biru semua ko",Gangguan Pusat
P-202,"Mangga, punten bade robih password wifi, tiasa dibantos teu, teuing, makasih sebelumnya",Ganti Password
P-782,"Nuhun sateuacana, internet lemot teuing, main game jadi lag terus, teuing, tolong dibantu ya",Wifi Lemot
P-686," mohon bantuannya, punten min, minta tolong ubah nama wifi saya.",Ganti Password
P-402,min kenapa internet mati ya? apa krn ada tagihan yg belom lunas?,Belum Bayar Tagihan
P-054,"Masih lama ya pak,sampe sekarang blm bisa,untung nya ada kuota",Gangguan Pusat
P-100,"Selamat pagi min, wifi abdi pareum sadayana ti tadi, teu acan hurung deui, weh, nuhun sateuacana",Internet Mati (LOS)
P-471," a, punten a, router error nih, udah dicabut colok tetep sama.",Router Error
P-347,"wifi di rumah kok ga bsa konek, perasaan bulan ini blm byr deh",Belum Bayar Tagihan
P-655,"Hapunten, bade ganti password wifi kusabab loba anu konek teu wios, pisan, tolong dicek ya",Ganti Password
P-280,"Mohon maaf min, wifi na lemot pisan dianggo kerja ti bumi, atuh, tolong dicek ya",Wifi Lemot
P-488,"Min, router abdi mati sorangan, teu acan hurung deui ti tadi, weh, makasih sebelumnya",Router Error
P-033,"Mangga, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, geuning, hatur nuhun",Internet Mati (LOS)
P-829,"Nuhun sateuacana, wifi kacida na lemot na, streaming putus-putus wae, pisan, makasih sebelumnya",Wifi Lemot
P-643,A naha internet mati berjamaah? Gangguan pusat nya? tlong.,Gangguan Pusat
P-484,"Min wifi mati total, router kayaknya error sistem. tolong ya,",Router Error
P-020,Sinyal wifi awon ning a,Wifi Lemot
P-348,"Mangga, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, euy, nuhun sateuacana",Belum Bayar Tagihan
P-537,"A tolong cek router, kayaknya ada yang konslet di dalem. euy.",Router Error
P-599," mohon bantuannya, a jaringan lagi bermasalah ya dari pusatnya?",Gangguan Pusat
P-296,"Kak, internet lemot teuing, main game jadi lag terus, yeuh, makasih sebelumnya",Wifi Lemot
P-244,"Mohon maaf min, lampu router kedap-kedip teu wajar ti tadi wengi, euy, makasih sebelumnya",Router Error
P-872,"Mohon maaf min, wifi abdi pareum sadayana ti tadi, teu acan hurung deui, atuh, tolong dibantu ya",Internet Mati (LOS)
P-604," tlong. punten min, info gangguan massal hari ini ada ga?",Gangguan Pusat
P-424,"min wifi mati total, kyknya blm bayar bulanan deh, tlong di cek no id nya",Belum Bayar Tagihan
P-151,"Sim kuring bade tumaros, wifi kacida na lemot na, streaming putus-putus wae, geuning, nuhun sateuacana",Wifi Lemot
P-184,Min router saya error euy ga mau konek ke hp,Router Error
P-430,"Wilujeng sonten, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, tolong dibantu ya",Belum Bayar Tagihan
P-847,"Nuhun sateuacana, aya tihang kabel ambruk, jaringan sadayana kapangaruhan, yeuh, punten pisan",Gangguan Pusat
P-758," tolong ya, min kenapa ya wifi saya lemot banget pas hujan?",Wifi Lemot
P-711," nuhun. a mau ganti password wifi, tolong dibantu ya min.",Ganti Password
P-429,"min internet terisolir ya? maaf blm bayar tagihan bulanan kmrn, tlong diaktifin",Belum Bayar Tagihan
P-015,"Kak knpa yah wifi saya kok lemot bgt,,",Wifi Lemot
P-626,"Kumaha carana nya, sadayana tatangga oge ngaluhkeun wifi na mati, sigana keur gangguan, euy, punten pisan",Gangguan Pusat
P-033,Assalamu'alaikum ini knp wifi nya ko jelek jaringan nya,Internet Mati (LOS)
P-583,"Min wifi mati total, kata tetangga lagi gangguan pusat. kak,",Gangguan Pusat
P-054,"Tolong pak kl mau error kasih info biar saya ngisi kuota
Ini aja numpang ke pembeli",Gangguan Pusat
P-499,"A router error euy, harus dipancing restart baru konek lagi. nuhun.",Router Error
P-220,"Sim kuring bade tumaros, hoyong ganti nami sareng sandi wifi bumi, geuning, punten pisan",Ganti Password
P-399,"Mangga, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, yeuh, tolong dibantu ya",Belum Bayar Tagihan
P-498,"Punten min, router indikatornya mati satu, internet jadi ga jalan. a,",Router Error
P-761,"A naha wifi lemot kieu? Padahal deket router. min,",Wifi Lemot
P-917,"A tolong cek kabel di tiang, kayaknya putus, lampu modem merah. euy.",Gangguan Pusat
P-805, euy. min kenapa ya wifi saya lemot banget pas hujan?,Wifi Lemot
P-329,"Halo min, bade ganti password wifi kusabab loba anu konek teu wios, tolong dibantu ya",Ganti Password
P-025,Oh gitu makasih untuk info nya,Gangguan Pusat
P-235,"Min di grup warga pada bilang wifi mati, emang gangguan pusat?",Gangguan Pusat
P-403,"Sim kuring bade tumaros, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, weh, tolong secepatnya ya",Belum Bayar Tagihan
P-140,"Sim kuring bade tumaros, hoyong ganti nami sareng sandi wifi bumi, weh, mohon bantuannya",Ganti Password
P-005,"Selamat pagi min, router sok mati sorangan ti tadi enjing, teu apal kunaon, geuning, nuhun sateuacana",Router Error
P-043,Mau ganti aja kak kata sandi nya pake tanggal,Ganti Password
P-050,punten kang wfi lemot wae gening,Wifi Lemot
P-412,"min wifi mati total, kyknya nunggak bayar tagihan deh, tlong cek no id nya",Belum Bayar Tagihan
P-020,Ok hatur nuhun,Wifi Lemot
P-668,"Mangga, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, pisan, tolong dicek ya",Ganti Password
P-005,Ini sampai besok engga ada jaringan ?,Router Error
P-039,Ouh pantesan jlk banget hari ini,Internet Mati (LOS)
P-333,"Mohon maaf min, wifi teu tiasa dianggo sama sakali ti isuk kénéh, weh, tolong secepatnya ya",Internet Mati (LOS)
P-367,"Nuhun sateuacana, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, yeuh, punten pisan",Belum Bayar Tagihan
P-265,"Mohon maaf min, internet ngadadak pareum, lampu router beureum kabeh, atuh, mohon bantuannya",Internet Mati (LOS)
P-618,"Wilujeng enjing, sadayana tatangga oge ngaluhkeun wifi na mati, sigana keur gangguan, weh, tolong dicek ya",Gangguan Pusat
P-295,"Nuhun sateuacana, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, yeuh, tolong dibantu ya",Internet Mati (LOS)
P-125,"Mangga, sinyal wifi ical sadayana ti tadi sonten, pisan, tolong dicek ya",Internet Mati (LOS)
P-821,Min tolong cek kenapa wifi saya lemot banget belakangan ini.,Wifi Lemot
P-726,"Selamat pagi min, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, pisan, hapunten ganggu",Ganti Password
P-035,Bisa ganti sandi wifi kan,Ganti Password
P-348,"Min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, weh, punten pisan",Belum Bayar Tagihan
P-851,"Min kabel kayaknya putus ketarik truk, lampu LOS merah. nuhun.",Gangguan Pusat
P-023,"Nuhun sateuacana, punten bade robih password wifi, tiasa dibantos teu, teuing, hapunten ganggu",Ganti Password
P-308,"Kumaha carana nya, hoyong ganti nami sareng sandi wifi bumi, teuing, tolong dicek ya",Ganti Password
P-505,"Min tolong ganti router, kayaknya udah jadul jadi sering error. a,",Router Error
P-823,"Punten min, wifi lemot pisan buat buka wa aja lama. kak,",Wifi Lemot
P-911," kak, min kabel kayaknya putus ketarik truk, lampu los merah.",Gangguan Pusat
P-395,"Wilujeng enjing, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, weh, tolong dicek ya",Belum Bayar Tagihan
P-366,"Kumaha carana nya, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, geuning, ditunggu kabarnya",Belum Bayar Tagihan
P-127,"Sim kuring bade tumaros, koneksi lelet euy, buka WA wae hese pisan, euy, makasih sebelumnya",Wifi Lemot
P-063,Atos DA listrik mah normal,Router Error
P-512,"Punten a, router di rumah error terus minta di reset kayaknya. tolong ya,",Router Error
P-354,"Halo min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, atuh, tolong dicek ya",Belum Bayar Tagihan
P-597,"Punten, wifi mati babarengan sakomplek, sigana aya gangguan di jaringan pusat, tolong dibantu ya",Gangguan Pusat
P-044,Sering banget elor nya,Router Error
P-166,"Min, wifi kacida na lemot na, streaming putus-putus wae, tolong dicek ya",Wifi Lemot
P-005,Ouhh hatur nuhun a info na🙏🏻,Router Error
P-324,"Min, lampu indikator router beureum tapi kabel na sae wae, teuing, tolong dicek ya",Router Error
P-676,"Mangga, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, yeuh, tolong dibantu ya",Ganti Password
P-403,"Permisi min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, euy, tolong secepatnya ya",Belum Bayar Tagihan
P-129,"Hapunten, wifi na lemot pisan dianggo kerja ti bumi, pisan, nuhun pisan",Wifi Lemot
P-874,"Hapunten, wifi abdi pareum sadayana ti tadi, teu acan hurung deui, teuing, nuhun sateuacana",Internet Mati (LOS)
P-005,"Nuhun sateuacana, lampu indikator router beureum tapi kabel na sae wae, tolong dibantu ya",Router Error
P-647," kak, a tolong ganti password wifi rumah saya, ini id nya.",Ganti Password
P-317,"Sim kuring bade tumaros, koneksi lelet euy, buka WA wae hese pisan, nuhun pisan",Wifi Lemot
P-877,"Punten min, wifi mati total lampu pon merah kedip a. min,",Internet Mati (LOS)
P-465," mohon bantuannya, punten min, router error terus pas hujan gede.",Router Error
P-341,"Selamat pagi min, router abdi mati sorangan, teu acan hurung deui ti tadi, atuh, tolong dicek ya",Router Error
P-556," min, punten min, info gangguan pusat dong, wifi mati nih.",Gangguan Pusat
P-049,Sampe ber jam2 eror nya,Gangguan Pusat
P-464," mohon bantuannya, a router di rumah error euy, tolong dibantu cek.",Router Error
P-845," mohon bantuannya, min internet di rumah lambat banget, tolong direset ya.",Wifi Lemot
P-280,"Nuhun sateuacana, wifi lemot pisan ti tadi enjing, susah dianggo streaming, geuning, hatur nuhun",Wifi Lemot
P-776,"Min, wifi kacida na lemot na, streaming putus-putus wae, weh, nuhun sateuacana",Wifi Lemot
